osmid,lat,lon
7125135829,43.7779512,-79.4689546
430578381,43.7482395,-79.5511885
254480009,43.7729421,-79.3827818
1627845979,43.783574,-79.4103678
770581660,43.7664962,-79.4139854
1246378653,43.7752955,-79.3407629
130033751,43.7563604,-79.4467366
6208171999,43.7581623,-79.3564285
2250810758,43.7716364,-79.4112835
1470513189,43.7346553,-79.3570968
267468509,43.7887904,-79.3316022
1382159131,43.7071883,-79.4809191
6179570951,43.7751538,-79.4166041
1360086207,43.7095702,-79.4275649
49615799,43.7673254,-79.4918804
1454612912,43.776995,-79.4051425
1755306045,43.7356075,-79.3817322
1481796242,43.7483052,-79.408278
2404198253,43.7086449,-79.5340356
1966261746,43.7717175,-79.5036231
2294758701,43.7289485,-79.4376663
308859699,43.7992892,-79.3734671
1454604853,43.7703385,-79.3994169
1816036344,43.7780875,-79.382973
414423629,43.7720319,-79.3407866
2525836121,43.7574342,-79.5179776
728981634,43.7356121,-79.3428332
5768951366,43.7549881,-79.4164593
261731422,43.7493328,-79.4867144
261656929,43.7269994,-79.4175092
1735866465,43.7281298,-79.328872
265864837,43.7616758,-79.3445873
4414921803,43.7941737,-79.3538967
430578356,43.7487335,-79.5531608
6157775389,43.7719105,-79.4144077
3711740744,43.7209563,-79.3692868
432820780,43.7398955,-79.4385152
1470513190,43.7346881,-79.3573682
4580874779,43.7650605,-79.467217
6368030202,43.740686,-79.5129879
6045113815,43.7630767,-79.3469864
1384906607,43.7237672,-79.3694591
7553826287,43.7819555,-79.4905766
2087903493,43.772305,-79.4186654
597548785,43.771491,-79.3677293
261682214,43.7178345,-79.4412999
2378578039,43.7608471,-79.5085579
7367310099,43.7741508,-79.3422535
1390290443,43.7292708,-79.3604227
1247883826,43.7772099,-79.3355454
97247899,43.7153299,-79.329464
2057184850,43.7193368,-79.4297109
18319127,43.7686738,-79.3305365
2489508606,43.7736742,-79.3263874
1492119414,43.7647437,-79.3842371
4803097714,43.7222096,-79.4564922
1485258372,43.725626,-79.3430742
1627845970,43.783098,-79.4126112
2082852122,43.7563515,-79.3609334
251067124,43.7404564,-79.4313613
254482857,43.7864826,-79.3728683
1586518049,43.7616993,-79.390853
355059425,43.7366689,-79.4502232
1847713208,43.7482414,-79.5398441
595409435,43.7685275,-79.3718897
152633166,43.7773314,-79.5035465
253159223,43.7451214,-79.3835766
3507779455,43.711589,-79.3290128
421328794,43.7483341,-79.3283194
4177446669,43.7547473,-79.5268731
429565068,43.7493286,-79.3455388
7461332516,43.7867123,-79.340375
4592322302,43.7391101,-79.429521
4613756144,43.7876516,-79.464453
46848689,43.778409,-79.426893
1811961897,43.7670496,-79.4897919
1695467542,43.8119593,-79.3457862
46852556,43.779417,-79.432553
4592319222,43.721951,-79.5103398
1424763766,43.7680818,-79.3499112
265692973,43.7846152,-79.3621602
6179570954,43.7752204,-79.4162809
2085357944,43.771001,-79.3673305
2447382228,43.7846612,-79.4159731
1972744249,43.7427895,-79.3112879
2073474040,43.768285,-79.5155102
2182245769,43.7183049,-79.3311996
294347272,43.7898507,-79.3640352
248493822,43.7693888,-79.4167937
2397722135,43.7962169,-79.3494936
147051350,43.7747009,-79.4098871
269276624,43.7383131,-79.4657473
390361154,43.7678689,-79.3832929
1754036102,43.7786469,-79.3641248
1424764141,43.7707852,-79.3512824
266907765,43.8104193,-79.3557441
2705551589,43.7991512,-79.4144211
430596800,43.7518944,-79.5432847
262256198,43.7369663,-79.3139767
7954753418,43.7627354,-79.4360643
1246344163,43.7752596,-79.3408146
331348980,43.7173981,-79.4436346
5376924921,43.7101383,-79.3333101
302415949,43.7966871,-79.3812539
1955996478,43.7779699,-79.4241223
266906718,43.7917236,-79.3634291
1485258365,43.7251573,-79.344643
196275769,43.7744317,-79.4069368
1454642477,43.772398,-79.4030893
964413430,43.7270198,-79.4861726
3879019132,43.7332434,-79.452652
7125135905,43.7710884,-79.4692887
1426900657,43.738295,-79.3298647
6538687902,43.7258738,-79.4837633
6208172016,43.7615202,-79.3559755
1753964969,43.7649713,-79.3449843
2235632455,43.719685,-79.4472655
2737510357,43.7591116,-79.5101358
778981801,43.7453617,-79.539442
7885367784,43.7720055,-79.5006119
7118214930,43.7383034,-79.4673841
429565257,43.7463481,-79.3457097
3397236298,43.7240936,-79.3796869
423011982,43.7507704,-79.321856
365867189,43.7440951,-79.5086089
7229660123,43.7731678,-79.4927764
391916040,43.7607979,-79.5753184
1977414553,43.7863323,-79.352173
2285186062,43.7686552,-79.3634852
7559971420,43.7611115,-79.5333911
2088023140,43.7183696,-79.4477746
244685743,43.7135414,-79.3793911
4175049045,43.7667193,-79.4921552
5375445341,43.7333771,-79.4501546
1986242527,43.7331057,-79.3465755
2539244218,43.7748068,-79.3513763
2885460721,43.715048,-79.4510873
90778640,43.7985737,-79.3792363
21292281,43.7452668,-79.4359366
3782755678,43.7733826,-79.4162189
2844403007,43.7783097,-79.3419947
456653440,43.7455134,-79.4500047
4613869821,43.7880035,-79.3293348
1453379345,43.7581366,-79.4257902
809265789,43.7609164,-79.4997504
552589244,43.7567451,-79.388863
1381853364,43.7083493,-79.5016284
7884326339,43.7739037,-79.5071707
6152817630,43.7741299,-79.4144041
1453235465,43.7694869,-79.4379865
1266430939,43.7231706,-79.3386533
2737521992,43.7587857,-79.51198
430578336,43.745446,-79.5580588
3110479750,43.7711207,-79.4475828
2282465900,43.7645801,-79.410778
1561127061,43.8024083,-79.3836261
1579236072,43.6966999,-79.4901726
1396638500,43.7269548,-79.3260124
1572335189,43.8058953,-79.3607169
6495281527,43.7203872,-79.4623508
429565981,43.7303415,-79.3352087
331348863,43.721628,-79.4480774
5557590915,43.7788178,-79.4128058
595409527,43.7686815,-79.3690614
423011984,43.7518022,-79.3223378
7847059812,43.769148,-79.5515114
1755317472,43.7226948,-79.3767083
265677376,43.7733757,-79.3595653
2149433813,43.7962511,-79.4260299
262077558,43.7191368,-79.5168255
7232176350,43.7422097,-79.5402179
130033315,43.7594042,-79.460461
5667039077,43.7765115,-79.4172459
63712195,43.753161,-79.4061947
7222231474,43.7754664,-79.3472983
7367272068,43.7722971,-79.3461127
2602463211,43.7517484,-79.3727869
430559468,43.7434543,-79.5122547
1773117134,43.7846744,-79.3939398
1525126800,43.7967235,-79.3935271
2488594195,43.8054821,-79.3843345
252680492,43.7293643,-79.3888954
6152817607,43.7740289,-79.4147409
3065548046,43.7342741,-79.3427773
1416725331,43.7751392,-79.4508256
1967578057,43.7575719,-79.4282321
2452237677,43.7743391,-79.5005238
5833424555,43.7599615,-79.4064364
1266565070,43.7184908,-79.3347835
2285184076,43.7682328,-79.363743
2250812414,43.7703894,-79.411999
29657224,43.705089,-79.447869
1478551722,43.7437335,-79.3578695
552596410,43.7935401,-79.3505247
2399994473,43.7887272,-79.4065945
421359057,43.7499235,-79.3313151
1277822242,43.7906186,-79.4524721
561043108,43.7336367,-79.3425956
6152734899,43.7710805,-79.414951
1137003307,43.7342383,-79.5227914
1470513203,43.7351774,-79.3575726
5587434235,43.773587,-79.4111097
6894242930,43.7336995,-79.4762996
2003611271,43.7424028,-79.3234609
7835344960,43.7724539,-79.500409
430558857,43.7401938,-79.4997683
726832125,43.7804682,-79.4474591
4935669402,43.7662774,-79.4414725
7229562174,43.7575242,-79.4749805
7380278452,43.7249786,-79.4166792
429563943,43.7480751,-79.3541308
7259839919,43.7760168,-79.4780072
770595593,43.7666473,-79.4124421
261658680,43.7199933,-79.4263903
1454583232,43.7662907,-79.3900212
4969555944,43.7243065,-79.5091966
2182237461,43.7215422,-79.3361479
3507779472,43.711729,-79.3284309
2320206808,43.7209602,-79.4301669
978057321,43.7955255,-79.4192388
417210655,43.7650386,-79.3657679
1416325121,43.7831487,-79.4453311
2320204499,43.7230696,-79.4279579
5559913151,43.7793966,-79.4144076
7850491508,43.7827363,-79.4870654
726832129,43.7801978,-79.4466173
2050585250,43.7162228,-79.4500995
820148667,43.7205756,-79.4641607
778892014,43.7252285,-79.3069108
2602463228,43.752324,-79.372498
339553786,43.7327878,-79.4552714
1909080282,43.7239176,-79.5093565
927502936,43.7887152,-79.3762324
6167302385,43.7676789,-79.4157713
431003969,43.7523073,-79.3965939
1416741519,43.7774408,-79.4441154
2476795351,43.7172548,-79.3019747
2449043026,43.7290613,-79.3865789
7118214514,43.7356242,-79.4689918
2050573816,43.7169867,-79.4416881
7826097982,43.7687717,-79.474912
2702058056,43.7511902,-79.3472877
5680097353,43.7749345,-79.3957562
1454597877,43.7668436,-79.4066511
595912554,43.7693428,-79.3766556
431478306,43.7031629,-79.4951074
1612575239,43.7533022,-79.3315133
2024048430,43.7381475,-79.3088673
1143311634,43.7641931,-79.4935025
597514924,43.7730486,-79.3678227
198258430,43.7648785,-79.3916154
927235931,43.7688657,-79.410289
2704073102,43.7539015,-79.4361714
1481675026,43.7511313,-79.402954
248493832,43.7717727,-79.4360964
430996308,43.8111304,-79.3581087
7982093854,43.7652152,-79.4184112
4615911723,43.7263007,-79.4584109
291605409,43.7634647,-79.4910625
1247829460,43.776575,-79.3517971
5580885158,43.7748501,-79.412642
796533564,43.77896,-79.3497522
130033495,43.7570113,-79.4519895
1247885373,43.7696136,-79.3444136
259746946,43.7546116,-79.3756678
259748802,43.7375962,-79.3654133
6685451477,43.7719982,-79.3217536
1481693873,43.748924,-79.3899334
683640634,43.7872727,-79.3633905
303650551,43.7961171,-79.3491425
423042340,43.749271,-79.3153177
7138372266,43.7591762,-79.4034603
1454590182,43.7664266,-79.4005692
1454612934,43.7777167,-79.4038556
4456348691,43.7689047,-79.3679924
252362529,43.7610238,-79.4209977
1492128373,43.7519591,-79.4056382
2036921372,43.7499733,-79.338044
7100086205,43.7711488,-79.5225206
2029414727,43.744137,-79.4843176
7553522062,43.7045554,-79.4923515
2473862248,43.7689354,-79.5052219
291603748,43.7793387,-79.4943277
6938374215,43.7211745,-79.4928173
1525126804,43.796744,-79.392995
2235756637,43.7160413,-79.445183
2210522784,43.7289718,-79.34049
2451193315,43.7702512,-79.3799839
4611382039,43.7617498,-79.3520979
7367428156,43.7748606,-79.3366134
268725632,43.7112405,-79.5286897
1479910016,43.7407075,-79.3430781
1740764076,43.7291981,-79.4382276
1481783632,43.7416745,-79.4109971
196276129,43.7793264,-79.3975325
261682234,43.7266198,-79.4330878
4611320704,43.761605,-79.3574057
2243503858,43.7261937,-79.3034386
431259009,43.7080594,-79.4800176
7244196895,43.7246282,-79.4670233
2235756631,43.7159092,-79.4448178
1453370242,43.7699926,-79.4293664
1695465851,43.8137199,-79.3430287
1381853437,43.7094473,-79.5026125
7223835109,43.7796498,-79.4741013
1481597463,43.7494721,-79.3930288
7854359484,43.7753137,-79.500366
5593007668,43.7719713,-79.4122809
1914777331,43.7733626,-79.4344894
1735867795,43.7282875,-79.3324683
6370871220,43.7581645,-79.5199031
63726856,43.7644741,-79.3873651
1805098190,43.7614549,-79.509512
4227513355,43.7701659,-79.5464034
1724697387,43.7517373,-79.3210996
1453380077,43.7575199,-79.4137567
84999627,43.7622275,-79.4446636
437000249,43.7613695,-79.4116198
431340514,43.7339832,-79.4794845
4366854538,43.7569816,-79.3412446
4173502965,43.7699077,-79.3285209
4615985425,43.7191117,-79.4561418
1724701079,43.7647299,-79.326755
1128939235,43.780443,-79.4492089
7259839936,43.7761571,-79.4773601
2375224225,43.7616759,-79.4564148
761869339,43.7227578,-79.3320742
2087910179,43.7710535,-79.4126713
1481784800,43.7428413,-79.4134098
738174392,43.769831,-79.3742242
6355411765,43.72113,-79.5124646
5548513301,43.7764824,-79.4135481
265690060,43.7768469,-79.3529211
29657706,43.7276653,-79.4490768
3753361026,43.7686439,-79.5198679
1130776430,43.7400933,-79.3552379
1776347946,43.7202538,-79.3383724
3331197076,43.7864294,-79.4716435
429564919,43.7477186,-79.3568854
1247846301,43.7730055,-79.3437395
252542621,43.7191926,-79.342815
252363463,43.7692834,-79.4321938
7118171054,43.7354089,-79.4701442
1492153885,43.7254895,-79.4491979
2267850486,43.7240411,-79.3725721
425760993,43.7726988,-79.42334
1252837458,43.7592128,-79.4390817
1568402099,43.7192456,-79.4411162
6601779246,43.7498005,-79.3132293
7227067832,43.7785284,-79.4870313
5627850173,43.7754147,-79.4129538
2615845139,43.7874098,-79.3531245
365665665,43.7767521,-79.4987834
544627532,43.7203181,-79.4147977
196276056,43.7729347,-79.3920461
146203665,43.7731201,-79.502107
410378312,43.775507,-79.4128301
5869413812,43.7192631,-79.3199761
1754028709,43.7607395,-79.3695936
2182249771,43.7193274,-79.3276658
1454642799,43.7743428,-79.3984275
6355092669,43.7261089,-79.4506536
2338393720,43.7823338,-79.412599
252362602,43.760525,-79.4155174
1572335340,43.8093878,-79.3585966
1028847496,43.7208286,-79.4846304
1416793713,43.7645078,-79.4192133
431340460,43.733347,-79.4824187
5667039068,43.778969,-79.4186062
1612539912,43.7550629,-79.3333024
